Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Military_levels,Religious_levels,Settlement_hierarchy,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0
JpHeian+1200,['Kansai'],Heian,1200,1300,5500000.0,300000.0,150000.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,State salary,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,1.0,1.0,861.0,['53S'],['East Asia'],Kyoto,unitary state,Middle Japanese,Japonic,Nara,continuity,Kamakura,Tang China,3243000,,1.0,1.0,0.1,,Aoi Matsuri,not applicable,yearly,yearly,koshin mahi,not applicable,not applicable,seasonally,Aoi Matsuri,not applicable,yearly,yearly,daily worship,not applicable,daily,daily,matsuri,not applicable,seasonally,seasonally,,6.740362689494244,5.477121254719663,5.176091259055682,3.0,0.8181818181818182,0.8888888888888888,4.0,1.0,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",122.45432523129725
JpHeian+800,['Kansai'],Heian,800,900,4000000.0,300000.0,200000.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,State salary,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,1.0,1.0,861.0,['53S'],['East Asia'],Kyoto,unitary state,Middle Japanese,Japonic,Nara,continuity,Kamakura,Tang China,3243000,,1.0,1.0,0.1,,Aoi Matsuri,not applicable,yearly,yearly,koshin mahi,not applicable,not applicable,seasonally,Aoi Matsuri,not applicable,yearly,yearly,daily worship,not applicable,daily,daily,matsuri,not applicable,seasonally,seasonally,,6.6020599913279625,5.477121254719663,5.301029995663981,3.0,0.8181818181818182,0.8888888888888888,4.0,1.0,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",89.07487467071925
JpHeian+900,['Kansai'],Heian,900,1000,4400000.0,300000.0,200000.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,State salary,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,1.0,1.0,861.0,['53S'],['East Asia'],Kyoto,unitary state,Middle Japanese,Japonic,Nara,continuity,Kamakura,Tang China,3243000,,1.0,1.0,0.1,,Aoi Matsuri,not applicable,yearly,yearly,koshin mahi,not applicable,not applicable,seasonally,Aoi Matsuri,not applicable,yearly,yearly,daily worship,not applicable,daily,daily,matsuri,not applicable,seasonally,seasonally,,6.643452676486187,5.477121254719663,5.301029995663981,3.0,0.8181818181818182,0.8888888888888888,4.0,1.0,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",95.67693466204722
JpJomo1-10000,['Kansai'],,-10000,-9900,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-10100,['Kansai'],,-10100,-10000,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-10200,['Kansai'],,-10200,-10100,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-10300,['Kansai'],,-10300,-10200,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-10400,['Kansai'],,-10400,-10300,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-10500,['Kansai'],,-10500,-10400,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-10600,['Kansai'],,-10600,-10500,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-10700,['Kansai'],,-10700,-10600,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-10800,['Kansai'],,-10800,-10700,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-10900,['Kansai'],,-10900,-10800,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-11000,['Kansai'],,-11000,-10900,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-11100,['Kansai'],,-11100,-11000,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-11200,['Kansai'],,-11200,-11100,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-11300,['Kansai'],,-11300,-11200,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-11400,['Kansai'],,-11400,-11300,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-11500,['Kansai'],,-11500,-11400,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-11600,['Kansai'],,-11600,-11500,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-11700,['Kansai'],,-11700,-11600,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-11800,['Kansai'],,-11800,-11700,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-11900,['Kansai'],,-11900,-11800,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-12000,['Kansai'],,-12000,-11900,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-12100,['Kansai'],,-12100,-12000,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-12200,['Kansai'],,-12200,-12100,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-12300,['Kansai'],,-12300,-12200,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-12400,['Kansai'],,-12400,-12300,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-12500,['Kansai'],,-12500,-12400,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-12600,['Kansai'],,-12600,-12500,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-12700,['Kansai'],,-12700,-12600,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-12800,['Kansai'],,-12800,-12700,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-12900,['Kansai'],,-12900,-12800,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
JpJomo1-13000,['Kansai'],,-13000,-12900,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,0.1,,,0.0,,0.1,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",
