,global:num_epochs,global:batch_size,global:learning_rate,global:weight_decay,global:patience,global:final_fc_hidden_units,CC_Hier:type,CC_Hier:normalize,CC_Hier:numeric_latent_dim,CC_Hier:numeric_hidden_layers,CC_Govt:type,CC_Govt:normalize,CC_Govt:numeric_latent_dim,CC_Govt:numeric_hidden_layers,CC_Infra:type,CC_Infra:normalize,CC_Infra:numeric_latent_dim,CC_Infra:numeric_hidden_layers,CC_Writing:type,CC_Writing:normalize,CC_Writing:numeric_latent_dim,CC_Writing:numeric_hidden_layers,CC_Texts:type,CC_Texts:normalize,CC_Texts:numeric_latent_dim,CC_Texts:numeric_hidden_layers,CC_Money:type,CC_Money:normalize,CC_Money:numeric_latent_dim,CC_Money:numeric_hidden_layers,CC_PolPop_Regression_x0:type,CC_PolPop_Regression_x0:normalize,CC_PolPop_Regression_x0:numeric_latent_dim,CC_PolPop_Regression_x0:numeric_hidden_layers,CC_PolPop_Regression_x1:type,CC_PolPop_Regression_x1:normalize,CC_PolPop_Regression_x1:numeric_latent_dim,CC_PolPop_Regression_x1:numeric_hidden_layers,CC_PolPop_Regression_x2:type,CC_PolPop_Regression_x2:normalize,CC_PolPop_Regression_x2:numeric_latent_dim,CC_PolPop_Regression_x2:numeric_hidden_layers,CC_PolTerr_Regression_x0:type,CC_PolTerr_Regression_x0:normalize,CC_PolTerr_Regression_x0:numeric_latent_dim,CC_PolTerr_Regression_x0:numeric_hidden_layers,CC_PolTerr_Regression_x1:type,CC_PolTerr_Regression_x1:normalize,CC_PolTerr_Regression_x1:numeric_latent_dim,CC_PolTerr_Regression_x1:numeric_hidden_layers,CC_PolTerr_Regression_x2:type,CC_PolTerr_Regression_x2:normalize,CC_PolTerr_Regression_x2:numeric_latent_dim,CC_PolTerr_Regression_x2:numeric_hidden_layers,CC_CapPop_Regression_x0:type,CC_CapPop_Regression_x0:normalize,CC_CapPop_Regression_x0:numeric_latent_dim,CC_CapPop_Regression_x0:numeric_hidden_layers,CC_CapPop_Regression_x1:type,CC_CapPop_Regression_x1:normalize,CC_CapPop_Regression_x1:numeric_latent_dim,CC_CapPop_Regression_x1:numeric_hidden_layers,CC_CapPop_Regression_x2:type,CC_CapPop_Regression_x2:normalize,CC_CapPop_Regression_x2:numeric_latent_dim,CC_CapPop_Regression_x2:numeric_hidden_layers,CC_Hier_Regression_x0:type,CC_Hier_Regression_x0:normalize,CC_Hier_Regression_x0:numeric_latent_dim,CC_Hier_Regression_x0:numeric_hidden_layers,CC_Hier_Regression_x1:type,CC_Hier_Regression_x1:normalize,CC_Hier_Regression_x1:numeric_latent_dim,CC_Hier_Regression_x1:numeric_hidden_layers,CC_Hier_Regression_x2:type,CC_Hier_Regression_x2:normalize,CC_Hier_Regression_x2:numeric_latent_dim,CC_Hier_Regression_x2:numeric_hidden_layers,CC_Govt_Regression_x0:type,CC_Govt_Regression_x0:normalize,CC_Govt_Regression_x0:numeric_latent_dim,CC_Govt_Regression_x0:numeric_hidden_layers,CC_Govt_Regression_x1:type,CC_Govt_Regression_x1:normalize,CC_Govt_Regression_x1:numeric_latent_dim,CC_Govt_Regression_x1:numeric_hidden_layers,CC_Govt_Regression_x2:type,CC_Govt_Regression_x2:normalize,CC_Govt_Regression_x2:numeric_latent_dim,CC_Govt_Regression_x2:numeric_hidden_layers,CC_Infra_Regression_x0:type,CC_Infra_Regression_x0:normalize,CC_Infra_Regression_x0:numeric_latent_dim,CC_Infra_Regression_x0:numeric_hidden_layers,CC_Infra_Regression_x1:type,CC_Infra_Regression_x1:normalize,CC_Infra_Regression_x1:numeric_latent_dim,CC_Infra_Regression_x1:numeric_hidden_layers,CC_Infra_Regression_x2:type,CC_Infra_Regression_x2:normalize,CC_Infra_Regression_x2:numeric_latent_dim,CC_Infra_Regression_x2:numeric_hidden_layers,CC_Writing_Regression_x0:type,CC_Writing_Regression_x0:normalize,CC_Writing_Regression_x0:numeric_latent_dim,CC_Writing_Regression_x0:numeric_hidden_layers,CC_Writing_Regression_x1:type,CC_Writing_Regression_x1:normalize,CC_Writing_Regression_x1:numeric_latent_dim,CC_Writing_Regression_x1:numeric_hidden_layers,CC_Writing_Regression_x2:type,CC_Writing_Regression_x2:normalize,CC_Writing_Regression_x2:numeric_latent_dim,CC_Writing_Regression_x2:numeric_hidden_layers,CC_Texts_Regression_x0:type,CC_Texts_Regression_x0:normalize,CC_Texts_Regression_x0:numeric_latent_dim,CC_Texts_Regression_x0:numeric_hidden_layers,CC_Texts_Regression_x1:type,CC_Texts_Regression_x1:normalize,CC_Texts_Regression_x1:numeric_latent_dim,CC_Texts_Regression_x1:numeric_hidden_layers,CC_Texts_Regression_x2:type,CC_Texts_Regression_x2:normalize,CC_Texts_Regression_x2:numeric_latent_dim,CC_Texts_Regression_x2:numeric_hidden_layers,CC_Money_Regression_x0:type,CC_Money_Regression_x0:normalize,CC_Money_Regression_x0:numeric_latent_dim,CC_Money_Regression_x0:numeric_hidden_layers,CC_Money_Regression_x1:type,CC_Money_Regression_x1:normalize,CC_Money_Regression_x1:numeric_latent_dim,CC_Money_Regression_x1:numeric_hidden_layers,CC_Money_Regression_x2:type,CC_Money_Regression_x2:normalize,CC_Money_Regression_x2:numeric_latent_dim,CC_Money_Regression_x2:numeric_hidden_layers,mse,mse_train,p2_prediction
0,1000,16,0.004,0,5,[],numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,0.13723212172326757,0.08647862338015543,0.845651065331865
