Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed
FrCarlL+1000,['Paris Basin'],Carolingian Empire,1000,1100,4000000,675000,10000,4,4,6,3,,,0.1,1,1,1,0.1,1,state salary,1,0.1,0,0.1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,,0,0,1,839,['31U'],['Europe'],Aix La Chapelle,nominal,,Indo-European,Carolingian Empire,continuity,Proto-French,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,6.60205999132796,5.82930377283103,4,4.33333333333333,0.581818181818182,0.888888888888889,4,0.888888888888889,5,FrCarlL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrHallC-700,['Paris Basin'],Hallstatt C,-700,-600,3000,2500,3000,3,2,1,3,,,0.1,0.1,0.1,0.1,0.1,0.1,land,0.1,0.1,0.1,0.1,,1,0.1,1,1,0.1,1,0.1,1,,0.1,0.1,1,,,,0.1,1,1,1,0.1,1,,1,,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,1,0.1,0.1,0.1,0.1,0.1,,,,0.1,0.1,1,,['31U'],['Europe'],,loose,,,Hallstatt B2-3,continuity,Hallstatt D,Hallstatt,,vassalage,,,,,,Feasting,,,,,,,,Feasting,,,,burial,,,,burial,,,,,3.47712125471966,3.39794000867204,3.47712125471966,2,0.1,0.377777777777778,2,0,1,FrHallC,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrHallC-600,['Paris Basin'],Hallstatt C,-600,-500,3000,2500,3000,3,2,1,3,,,0.1,0.1,0.1,0.1,0.1,0.1,land,0.1,0.1,0.1,0.1,,1,0.1,1,1,0.1,1,0.1,1,,0.1,0.1,1,,,,0.1,1,1,1,0.1,1,,1,,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,1,0.1,0.1,0.1,0.1,0.1,,,,0.1,0.1,1,,['31U'],['Europe'],,loose,,,Hallstatt B2-3,continuity,Hallstatt D,Hallstatt,,vassalage,,,,,,Feasting,,,,,,,,Feasting,,,,burial,,,,burial,,,,,3.47712125471966,3.39794000867204,3.47712125471966,2,0.1,0.377777777777778,2,0,1,FrHallC,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrMervE+500,['Paris Basin'],Merovingian Kingdoms,500,600,1250000,200000,20000,4,4,5,4,450,,0.1,1,1,1,0.1,0.1,governed population,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,,,,1,542,['31U'],['Europe'],Paris,quasipolity,Germanic,Indo-European,Roman Late Antiquity,elite migration,Middle Merovingian Kingdoms,,,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,Kalends,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,6.09691001300806,5.30102999566398,4.30102999566398,4.33333333333333,0.672727272727273,1,4,0.888888888888889,5,FrMervE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrMervE+600,['Paris Basin'],Merovingian Kingdoms,600,700,1250000,200000,20000,4,4,5,4,725,,0.1,1,1,1,0.1,0.1,governed population,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,,,,1,542,['31U'],['Europe'],Paris,quasipolity,Germanic,Indo-European,Roman Late Antiquity,elite migration,Middle Merovingian Kingdoms,,,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,Kalends,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,6.09691001300806,5.30102999566398,4.30102999566398,4.33333333333333,0.672727272727273,1,4,0.888888888888889,5,FrMervE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrMervL+700,['Paris Basin'],Proto-Carolingian Phase,700,800,800000,250000,20000,4,4,5,4,725,,0,1,1,1,0.1,0,land,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,,,1,0.1,1,1,,,0.1,,1,750,['31U'],['Europe'],Paris,,Germanic,Indo-European,Middle Merovingian Kingdoms,continuity,Carolingian Empire,,,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,monthly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.90308998699194,5.39794000867204,4.30102999566398,4.33333333333333,0.654545454545455,1,4,0.888888888888889,5,FrMervL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrMervL+800,['Paris Basin'],Proto-Carolingian Phase,800,900,800000,250000,20000,4,4,5,4,725,,0,1,1,1,0.1,0,land,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,,,1,0.1,1,1,,,0.1,,1,750,['31U'],['Europe'],Paris,,Germanic,Indo-European,Middle Merovingian Kingdoms,continuity,Carolingian Empire,,,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,monthly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.90308998699194,5.39794000867204,4.30102999566398,4.33333333333333,0.654545454545455,1,4,0.888888888888889,5,FrMervL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrMervM+600,['Paris Basin'],Merovingian Kingdoms,600,700,800000,230000,20000,4,4,5,4,725,,,1,1,1,0.1,0,land,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,,1,1,0.1,1,1,,,0.1,,1,605,['31U'],['Europe'],Paris,quasipolity,Germanic,Indo-European,Early Merovingian Kingdoms,continuity,Late Merovingian Kingdoms,,,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,monthly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.90308998699194,5.36172783601759,4.30102999566398,4.33333333333333,0.654545454545455,1,4,0.888888888888889,5,FrMervM,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrMervM+700,['Paris Basin'],Merovingian Kingdoms,700,800,800000,230000,20000,4,4,5,4,725,,,1,1,1,0.1,0,land,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,,1,1,0.1,1,1,,,0.1,,1,605,['31U'],['Europe'],Paris,quasipolity,Germanic,Indo-European,Early Merovingian Kingdoms,continuity,Late Merovingian Kingdoms,,,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,monthly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.90308998699194,5.36172783601759,4.30102999566398,4.33333333333333,0.654545454545455,1,4,0.888888888888889,5,FrMervM,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrTeneB-300,['Paris Basin'],La Tene B2-C1,-300,-200,70000,1250,50,3,4,,4,,,0.1,0.1,1,0.1,0.1,0.1,land,0.1,0.1,0.1,1,1,1,0,1,1,0.1,1,0.1,1,,0.1,1,1,,7000,,1,1,1,1,1,1,,1,,0.1,0.1,,0.1,,1,1,1,1,1,,,1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,,1,1,0.1,,1,,,0.1,0.1,1,-200,['31U'],['Europe'],,confederated state,Gallic,Celtic,La Tene A-B1,continuity,La Tene C2-D,La Tene,,alliance,,,,,Celtic Religion,consecration of weapons,,,,initiation hunt,,,once in a lifetime,feast,,,,sanctuary rituals,,,,sanctuary rituals,,,,,4.84509804001426,3.09691001300806,1.69897000433602,4,0.345454545454545,0.677777777777778,4,0,5,FrTeneB,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrTeneB-200,['Paris Basin'],La Tene B2-C1,-200,-100,70000,1250,1500,3,4,,4,,,0.1,0.1,1,0.1,0.1,0.1,land,0.1,0.1,0.1,1,1,1,0,1,1,0.1,1,0.1,1,,0.1,1,1,,7000,,1,1,1,1,1,1,,1,,0.1,0.1,,0.1,,1,1,1,1,1,,,1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,,1,1,0.1,,1,,,0.1,0.1,1,-200,['31U'],['Europe'],,confederated state,Gallic,Celtic,La Tene A-B1,continuity,La Tene C2-D,La Tene,,alliance,,,,,Celtic Religion,consecration of weapons,,,,initiation hunt,,,once in a lifetime,feast,,,,sanctuary rituals,,,,sanctuary rituals,,,,,4.84509804001426,3.09691001300806,3.17609125905568,4,0.345454545454545,0.677777777777778,4,0,5,FrTeneB,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrTeneB-100,['Paris Basin'],La Tene B2-C1,-100,0,70000,1250,1500,3,4,,4,,,0.1,0.1,1,0.1,0.1,0.1,land,0.1,0.1,0.1,1,1,1,0,1,1,0.1,1,0.1,1,,0.1,1,1,,7000,,1,1,1,1,1,1,,1,,0.1,0.1,,0.1,,1,1,1,1,1,,,1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,,1,1,0.1,,1,,,0.1,0.1,1,-200,['31U'],['Europe'],,confederated state,Gallic,Celtic,La Tene A-B1,continuity,La Tene C2-D,La Tene,,alliance,,,,,Celtic Religion,consecration of weapons,,,,initiation hunt,,,once in a lifetime,feast,,,,sanctuary rituals,,,,sanctuary rituals,,,,,4.84509804001426,3.09691001300806,3.17609125905568,4,0.345454545454545,0.677777777777778,4,0,5,FrTeneB,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrTeneC-100,['Paris Basin'],La Tene C2-D,-100,0,70000,15000,8000,3,4,2,4,18,,0.1,,1,,0.1,0.1,land,0.1,0.1,0.1,1,1,1,0.1,1,1,0.1,1,0.1,1,,0.1,1,1,,,,1,1,1,1,1,1,1,1,,0.1,0.1,,0.1,,1,1,1,1,1,,,1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,,1,1,0.1,,1,,,0.1,0.1,1,-125,['31U'],['Europe'],,confederation,Gaulish,Celtic,La Tène B2-C1,continuity,Late Roman Republic,La Tene,,alliance,,,1,,Celtic Religion,consecration of weapons,,,,initiation hunt,,,once in a lifetime,feast,,,,sanctuary rituals,,,,sanctuary rituals,,,,,4.84509804001426,4.17609125905568,3.90308998699194,3.33333333333333,0.327272727272727,0.688888888888889,4,0,5,FrTeneC,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrTeneC+0,['Paris Basin'],La Tene C2-D,0,100,70000,15000,8000,3,4,2,4,18,,0.1,,1,,0.1,0.1,land,0.1,0.1,0.1,1,1,1,0.1,1,1,0.1,1,0.1,1,,0.1,1,1,,,,1,1,1,1,1,1,1,1,,0.1,0.1,,0.1,,1,1,1,1,1,,,1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,,1,1,0.1,,1,,,0.1,0.1,1,-125,['31U'],['Europe'],,confederation,Gaulish,Celtic,La Tène B2-C1,continuity,Late Roman Republic,La Tene,,alliance,,,1,,Celtic Religion,consecration of weapons,,,,initiation hunt,,,once in a lifetime,feast,,,,sanctuary rituals,,,,sanctuary rituals,,,,,4.84509804001426,4.17609125905568,3.90308998699194,3.33333333333333,0.327272727272727,0.688888888888889,4,0,5,FrTeneC,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrValoE+1400,['Paris Basin'],French Kingdom,1400,1500,9000000,390000,300000,5,5,6,5,250,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,0,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,,1,1371,['31U'],['Europe'],Paris,unitary state,French,Indo-European,Late Capetian,continuity,Late Valois,Christendom,,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,self-flagellation,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,6.95424250943933,5.5910646070265,5.47712125471966,5.33333333333333,1,0.888888888888889,4,1,5,FrValoE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrValoE+1500,['Paris Basin'],French Kingdom,1500,1600,9500000,340000,150000,5,5,6,5,250,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,0,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,,1,1371,['31U'],['Europe'],Paris,unitary state,French,Indo-European,Late Capetian,continuity,Late Valois,Christendom,,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,self-flagellation,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,6.97772360528885,5.53147891704226,5.17609125905568,5.33333333333333,1,0.888888888888889,4,1,5,FrValoE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrValoL+1500,['Paris Basin'],French Kingdom,1500,1600,16000000,400000,250000,5,10,7,6,714,,1,1,1,1,1,0,state,1,1,1,1,1,1,,1,1,1,1,0,1,1,1,1,1,,156,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,18,0.1,1,1,1514,['31U'],['Europe'],Paris,unitary state,French,Indo-European,Early Valois,continuity,Early Bourbon,,,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,penitential procession,monthly,monthly,monthly,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.20411998265592,5.60205999132796,5.39794000867204,7.66666666666667,0.909090909090909,0.888888888888889,4,1,5,FrValoL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrValoL+1600,['Paris Basin'],French Kingdom,1600,1700,20000000,400000,250000,5,10,7,6,714,,1,1,1,1,1,0,state,1,1,1,1,1,1,,1,1,1,1,0,1,1,1,1,1,,156,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,18,0.1,1,1,1514,['31U'],['Europe'],Paris,unitary state,French,Indo-European,Early Valois,continuity,Early Bourbon,,,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,penitential procession,monthly,monthly,monthly,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.30102999566398,5.60205999132796,5.39794000867204,7.66666666666667,0.909090909090909,0.888888888888889,4,1,5,FrValoL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
GhAshnL+1900,['Ghanaian Coast'],Asantemanso,1900,2000,3000000,259000,22500,6,6,4,4,370,1,0,1,1,0,0,0,state salary,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,,,,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0.1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,20,0,0,1,1811,['30N'],['Africa'],Kumasi,confederated state,Twi,Kwa,Asantemanso Kingdom,continuity,British Empire Gold Coast Colony,West Africa,5112903,none,moralizing,1,1,1,Akan Religion,Yam Festival,not applicable,yearly,yearly,Exorcism,yearly,yearly,once per generation,Healing ritual in ecstatic churches,yearly,yearly,yearly,Monocot Ceremony,monthly,monthly,monthly,Apo Festival,not applicable,not applicable,yearly,Islam,6.47712125471966,5.41329976408125,4.35218251811136,4.66666666666667,0.454545454545454,0.444444444444444,4,0.444444444444444,3,GhAshnL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
GrMaced-300,"['Kachi Plain', 'Konya Plain', 'Sogdiana', 'Susiana', 'Upper Egypt']",Macedonian Empire,-300,-200,20000000,4400000,20000,5,5,2,5,4500,,0,1,,1,0,0,land,,,,,1,,,,1,1,,1,1,1,1,1,1,,,,1,1,1,,1,1,,1,,,1,1,1,,1,1,1,1,1,1,0,1,1,1,,,1,1,1,1,,,1,1,,,,,,,,,-325,"['42R', '36S', '42S', '39R', '36R']","['South Asia', 'Southwest Asia', 'Central Eurasia', 'Africa']",Pella,confederated state,Ancient Greek,Indo-European,Achaemenid Empire,,,,,none,,,,,,Xandikas,yearly,yearly,yearly,symposia,not applicable,monthly,monthly,symposia,not applicable,monthly,monthly,King's Sacrifice,daily,daily,daily,Public Sacrifice,,,,,7.30102999566398,6.64345267648619,4.30102999566398,4,0.272727272727273,0.888888888888889,4,0.555555555555556,5,GrMaced,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
GrMaced-200,"['Kachi Plain', 'Konya Plain', 'Sogdiana', 'Susiana', 'Upper Egypt']",Macedonian Empire,-200,-100,20000000,4400000,20000,5,5,2,5,4500,,0,1,,1,0,0,land,,,,,1,,,,1,1,,1,1,1,1,1,1,,,,1,1,1,,1,1,,1,,,1,1,1,,1,1,1,1,1,1,0,1,1,1,,,1,1,1,1,,,1,1,,,,,,,,,-325,"['42R', '36S', '42S', '39R', '36R']","['South Asia', 'Southwest Asia', 'Central Eurasia', 'Africa']",Pella,confederated state,Ancient Greek,Indo-European,Achaemenid Empire,,,,,none,,,,,,Xandikas,yearly,yearly,yearly,symposia,not applicable,monthly,monthly,symposia,not applicable,monthly,monthly,King's Sacrifice,daily,daily,daily,Public Sacrifice,,,,,7.30102999566398,6.64345267648619,4.30102999566398,4,0.272727272727273,0.888888888888889,4,0.555555555555556,5,GrMaced,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IcelandCommonwealth+1000,['Iceland'],Icelandic Commonwealth,1000,1100,10000,103000,200,3,2,,2,180,0,0,0,0,0,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,0,0,0,0,0,1,0,,0,1,,1,,,1,,,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,,,0,0,0,1149,['27W'],['Europe'],none,nominal,Old Norse,Germanic,Early Settlers,continuity,Kingdom of Norway,Norden,3425804,none,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.01283722470517,2.30102999566398,2,0.090909090909091,0,4,0.333333333333333,4,IcelandCommonwealth,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IcelandCommonwealth+1100,['Iceland'],Icelandic Commonwealth,1100,1200,31000,103000,200,3,2,2,2,180,0,0,0,1,0,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,,,,0,0,1,0,0,0,0,0,1,1,,1,1,,1,,,1,,,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,,,0,0,0,1149,['27W'],['Europe'],none,nominal,Old Norse,Germanic,Early Settlers,continuity,Kingdom of Norway,Norden,3425804,none,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49136169383427,5.01283722470517,2.30102999566398,2,0.181818181818182,0,4,0.888888888888889,4,IcelandCommonwealth,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IcelandCommonwealth+1200,['Iceland'],Icelandic Commonwealth,1200,1300,31000,103000,200,3,2,2,2,180,0,0,0,1,0,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,,,,0,0,1,0,0,0,0,0,1,1,,1,1,,1,,,1,,,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,,,0,0,0,1149,['27W'],['Europe'],none,nominal,Old Norse,Germanic,Early Settlers,continuity,Kingdom of Norway,Norden,3425804,none,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49136169383427,5.01283722470517,2.30102999566398,2,0.181818181818182,0,4,0.888888888888889,4,IcelandCommonwealth,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IcelandCommonwealth+1300,['Iceland'],Icelandic Commonwealth,1300,1400,31000,103000,200,3,2,2,2,180,0,0,0,1,0,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,,,,0,0,1,0,0,0,0,0,1,1,,1,1,,1,,,1,,,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,,,0,0,0,1149,['27W'],['Europe'],none,nominal,Old Norse,Germanic,Early Settlers,continuity,Kingdom of Norway,Norden,3425804,none,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49136169383427,5.01283722470517,2.30102999566398,2,0.181818181818182,0,4,0.888888888888889,4,IcelandCommonwealth,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IdBrokL+2000,['Kapuasi Basin'],Iban,2000,2100,439000,124450,500,3,2,1,1,,0,0,0,0,0,0,0,state salary,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,,,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,,0,0,0,1922,['49N'],['Southeast Asia'],Kuching,loose,Iban,Malayo-Polynesian,Sultanate of Brunei,elite migration,Indonesia,South-East Asia,4500000,none,inactive,1,1,1,Iban Religion,The rites of manggol,not applicable,yearly,yearly,Funerary ritual,once per generation,yearly,once per generation,Mandi rumah,once per generation,once per generation,once per generation,Piring,daily,,daily,Piring,daily,,daily,,5.64246452024212,5.09499490094461,2.69897000433602,1.33333333333333,0.272727272727273,0.111111111111111,4,0.222222222222222,6,IdBrokL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IdMajap+1300,['Central Java'],Majapahit Kingdom,1300,1400,5000000,500000,100000,5,5,3,3,,,1,1,1,1,0.1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,15,19,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,,1,1,1,,1,1,1,1,,1,0,0.1,1,1,,,,,1,1388,['49M'],['Southeast Asia'],Trowulan,loose,Sanskrit,Austronesian,Singhasari Kingdom,elite migration,Demak Sultanate,,,,inactive,1,1,,Hinduism,temple founding ceremony,,,,,,,,temple founding ceremony,,,,puja,not applicable,daily,daily,temple founding ceremony,,,,Buddhism,6.69897000433602,5.69897000433602,5,3.66666666666667,0.827272727272727,1,4,0.777777777777778,4,IdMajap,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IdMajap+1400,['Central Java'],Majapahit Kingdom,1400,1500,5000000,500000,100000,5,5,3,3,,,1,1,1,1,0.1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,15,19,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,,1,1,1,,1,1,1,1,,1,0,0.1,1,1,,,,,1,1388,['49M'],['Southeast Asia'],Trowulan,loose,Sanskrit,Austronesian,Singhasari Kingdom,elite migration,Demak Sultanate,,,,inactive,1,1,,Hinduism,temple founding ceremony,,,,,,,,temple founding ceremony,,,,puja,not applicable,daily,daily,temple founding ceremony,,,,Buddhism,6.69897000433602,5.69897000433602,5,3.66666666666667,0.827272727272727,1,4,0.777777777777778,4,IdMajap,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IdMajap+1500,['Central Java'],Majapahit Kingdom,1500,1600,5000000,500000,100000,5,5,3,3,,,1,1,1,1,0.1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,15,19,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,,1,1,1,,1,1,1,1,,1,0,0.1,1,1,,,,,1,1388,['49M'],['Southeast Asia'],Trowulan,loose,Sanskrit,Austronesian,Singhasari Kingdom,elite migration,Demak Sultanate,,,,inactive,1,1,,Hinduism,temple founding ceremony,,,,,,,,temple founding ceremony,,,,puja,not applicable,daily,daily,temple founding ceremony,,,,Buddhism,6.69897000433602,5.69897000433602,5,3.66666666666667,0.827272727272727,1,4,0.777777777777778,4,IdMajap,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
