,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2
1260,MxAlb3A+200,['Valley of Oaxaca'],Monte Albán IIIA,200,300,,3000.0,15000.0,,1.0,2.0,4.0,,,0.0,,1.0,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,0.1,0.1,0.0,,300,,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,['14Q'],['North America'],Monte Albán,unitary state,Zapotec,Otomanguean,Zapotec Monte Albán II,continuity,Monte Alban IIIB-IV,Zapotec,,alliance,,,,,,public rituals,,,,,,,,ballgame,,,,elite rituals,not applicable,,,ancestor worship,not applicable,yearly,yearly,,,3.4771212547196626,4.176091259055681,2.333333333333333,0.2727272727272727,0.2333333333333333,3.0,0.1111111111111111,0.0,MxAlb3A,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0
1261,MxAlb3A+300,['Valley of Oaxaca'],Monte Albán IIIA,300,400,,3000.0,15000.0,,1.0,2.0,4.0,,,0.0,,1.0,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,0.1,0.1,0.0,,300,,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,['14Q'],['North America'],Monte Albán,unitary state,Zapotec,Otomanguean,Zapotec Monte Albán II,continuity,Monte Alban IIIB-IV,Zapotec,,alliance,,,,,,public rituals,,,,,,,,ballgame,,,,elite rituals,not applicable,,,ancestor worship,not applicable,yearly,yearly,,,3.4771212547196626,4.176091259055681,2.333333333333333,0.2727272727272727,0.2333333333333333,3.0,0.1111111111111111,0.0,MxAlb3A,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0
1262,MxAlb3A+400,['Valley of Oaxaca'],Monte Albán IIIA,400,500,,3000.0,15000.0,,1.0,2.0,4.0,,,0.0,,1.0,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,0.1,0.1,0.0,,300,,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,['14Q'],['North America'],Monte Albán,unitary state,Zapotec,Otomanguean,Zapotec Monte Albán II,continuity,Monte Alban IIIB-IV,Zapotec,,alliance,,,,,,public rituals,,,,,,,,ballgame,,,,elite rituals,not applicable,,,ancestor worship,not applicable,yearly,yearly,,,3.4771212547196626,4.176091259055681,2.333333333333333,0.2727272727272727,0.2333333333333333,3.0,0.1111111111111111,0.0,MxAlb3A,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0
1263,MxAlb3A+500,['Valley of Oaxaca'],Monte Albán IIIA,500,600,,3000.0,15000.0,,1.0,2.0,4.0,,,0.0,,1.0,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,0.1,0.1,0.0,,300,,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,['14Q'],['North America'],Monte Albán,unitary state,Zapotec,Otomanguean,Zapotec Monte Albán II,continuity,Monte Alban IIIB-IV,Zapotec,,alliance,,,,,,public rituals,,,,,,,,ballgame,,,,elite rituals,not applicable,,,ancestor worship,not applicable,yearly,yearly,,,3.4771212547196626,4.176091259055681,2.333333333333333,0.2727272727272727,0.2333333333333333,3.0,0.1111111111111111,0.0,MxAlb3A,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0
1264,MxAlb3B+500,['Valley of Oaxaca'],Monte Albán IIIB and IV,500,600,7245.0,,15000.0,2,2.0,3.0,3.0,,,,1.0,1.0,1.0,0.1,,,,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,0.1,,0.0,,,,0.0,0.1,0.1,0.0,,0.1,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1.0,,0.0,0.0,0.0,0.0,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Zapotec Monte Albán IIIA,continuity,Zapotec Monte Albán V,,,none,,,,,,Temple dedications,,,,,,,,ballgame,,,,offerings,,,,offerings,,,,,3.8600383898071935,,4.176091259055681,2.6666666666666665,0.2909090909090909,0.04444444444444445,4.0,0.2222222222222222,1.0,MxAlb3B,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",64.24021902402116,6.576301200348591,3.8600383898071935
1265,MxAlb3B+600,['Valley of Oaxaca'],Monte Albán IIIB and IV,600,700,7245.0,,15000.0,2,2.0,3.0,3.0,,,,1.0,1.0,1.0,0.1,,,,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,0.1,,0.0,,,,0.0,0.1,0.1,0.0,,0.1,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1.0,,0.0,0.0,0.0,0.0,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Zapotec Monte Albán IIIA,continuity,Zapotec Monte Albán V,,,none,,,,,,Temple dedications,,,,,,,,ballgame,,,,offerings,,,,offerings,,,,,3.8600383898071935,,4.176091259055681,2.6666666666666665,0.2909090909090909,0.04444444444444445,4.0,0.2222222222222222,1.0,MxAlb3B,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",68.10025741382834,2.5826626811546567,0.0
1266,MxAlb3B+700,['Valley of Oaxaca'],Monte Albán IIIB and IV,700,800,7245.0,,15000.0,2,2.0,3.0,2.0,,,,1.0,1.0,1.0,0.1,,,,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,0.1,,0.0,,,,0.0,0.1,0.1,0.0,,0.1,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1.0,,0.0,0.0,0.0,0.0,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Zapotec Monte Albán IIIA,continuity,Zapotec Monte Albán V,,,none,,,,,,Temple dedications,,,,,,,,ballgame,,,,offerings,,,,offerings,,,,,3.8600383898071935,,4.176091259055681,2.333333333333333,0.2909090909090909,0.04444444444444445,4.0,0.2222222222222222,1.0,MxAlb3B,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",71.96029580363553,3.0328118777010045,0.0
1267,MxAlb3B+800,['Valley of Oaxaca'],Monte Albán IIIB and IV,800,900,7245.0,,15000.0,2,2.0,3.0,2.0,,,,1.0,1.0,1.0,0.1,,,,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,0.1,,0.0,,,,0.0,0.1,0.1,0.0,,0.1,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1.0,,0.0,0.0,0.0,0.0,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Zapotec Monte Albán IIIA,continuity,Zapotec Monte Albán V,,,none,,,,,,Temple dedications,,,,,,,,ballgame,,,,offerings,,,,offerings,,,,,3.8600383898071935,,4.176091259055681,2.333333333333333,0.2909090909090909,0.04444444444444445,4.0,0.2222222222222222,1.0,MxAlb3B,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",75.82033419344272,3.422992129208279,0.0
1268,MxAlb3B+900,['Valley of Oaxaca'],Monte Albán IIIB and IV,900,1000,7245.0,,15000.0,2,2.0,3.0,2.0,,,,1.0,1.0,1.0,0.1,,,,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,0.1,,0.0,,,,0.0,0.1,0.1,0.0,,0.1,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1.0,,0.0,0.0,0.0,0.0,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Zapotec Monte Albán IIIA,continuity,Zapotec Monte Albán V,,,none,,,,,,Temple dedications,,,,,,,,ballgame,,,,offerings,,,,offerings,,,,,3.8600383898071935,,4.176091259055681,2.333333333333333,0.2909090909090909,0.04444444444444445,4.0,0.2222222222222222,1.0,MxAlb3B,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",83.59030284300273,10.155963324578433,7.720076779614387
1269,MxAlb5+900,['Valley of Oaxaca'],Monte Alban V,900,1000,8127.0,,4236.0,2,2.0,3.0,2.0,,,,1.0,1.0,1.0,0.1,,,1.0,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,,,0.0,,,,0.0,0.1,,0.1,,,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Zapotec Monte Alban IIIB and IV,continuity,Spanish colonial rule,,,personal union,,,,,,patron deity ritual,not applicable,yearly,yearly,annual confession,not applicable,yearly,yearly,patron deity ritual,not applicable,yearly,yearly,consultation of colaní priests,not applicable,daily,monthly,consultation of colaní priests,not applicable,daily,monthly,,3.9099302597528314,,3.626955951435448,2.333333333333333,0.3818181818181818,0.04444444444444445,4.0,0.2222222222222222,0.0,MxAlb5,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",79.6803725832499,10.287231449450072,7.819860519505663
1270,MxAlb5+1000,['Valley of Oaxaca'],Monte Alban V,1000,1100,8127.0,,4236.0,2,2.0,3.0,2.0,,,,1.0,1.0,1.0,0.1,,,1.0,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,,,0.0,,,,0.0,0.1,,0.1,,,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Zapotec Monte Alban IIIB and IV,continuity,Spanish colonial rule,,,personal union,,,,,,patron deity ritual,not applicable,yearly,yearly,annual confession,not applicable,yearly,yearly,patron deity ritual,not applicable,yearly,yearly,consultation of colaní priests,not applicable,daily,monthly,consultation of colaní priests,not applicable,daily,monthly,,3.9099302597528314,,3.626955951435448,2.333333333333333,0.3818181818181818,0.04444444444444445,4.0,0.2222222222222222,0.0,MxAlb5,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",95.27020175231557,7.602355284791336,3.9099302597528314
1271,MxAlb5+1100,['Valley of Oaxaca'],Monte Alban V,1100,1200,8127.0,,4236.0,2,2.0,3.0,2.0,,,,1.0,1.0,1.0,0.1,,,1.0,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,,,0.0,,,,0.0,0.1,,0.1,,,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Zapotec Monte Alban IIIB and IV,continuity,Spanish colonial rule,,,personal union,,,,,,patron deity ritual,not applicable,yearly,yearly,annual confession,not applicable,yearly,yearly,patron deity ritual,not applicable,yearly,yearly,consultation of colaní priests,not applicable,daily,monthly,consultation of colaní priests,not applicable,daily,monthly,,3.9099302597528314,,3.626955951435448,2.333333333333333,0.3818181818181818,0.04444444444444445,4.0,0.2222222222222222,0.0,MxAlb5,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",106.99999253157405,12.14359474339669,7.819860519505663
1272,MxAlb5+1200,['Valley of Oaxaca'],Monte Alban V,1200,1300,8127.0,,4236.0,2,2.0,3.0,2.0,,,,1.0,1.0,1.0,0.1,,,1.0,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,,,0.0,,,,0.0,0.1,,0.1,,,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Zapotec Monte Alban IIIB and IV,continuity,Spanish colonial rule,,,personal union,,,,,,patron deity ritual,not applicable,yearly,yearly,annual confession,not applicable,yearly,yearly,patron deity ritual,not applicable,yearly,yearly,consultation of colaní priests,not applicable,daily,monthly,consultation of colaní priests,not applicable,daily,monthly,,3.9099302597528314,,3.626955951435448,2.333333333333333,0.3818181818181818,0.04444444444444445,4.0,0.2222222222222222,0.0,MxAlb5,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",114.8198530510797,11.332228599903978,3.9099302597528314
1273,MxAlb5+1300,['Valley of Oaxaca'],Monte Alban V,1300,1400,8127.0,,4236.0,2,2.0,3.0,2.0,,,,1.0,1.0,1.0,0.1,,,1.0,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,,,0.0,,,,0.0,0.1,,0.1,,,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Zapotec Monte Alban IIIB and IV,continuity,Spanish colonial rule,,,personal union,,,,,,patron deity ritual,not applicable,yearly,yearly,annual confession,not applicable,yearly,yearly,patron deity ritual,not applicable,yearly,yearly,consultation of colaní priests,not applicable,daily,monthly,consultation of colaní priests,not applicable,daily,monthly,,3.9099302597528314,,3.626955951435448,2.333333333333333,0.3818181818181818,0.04444444444444445,4.0,0.2222222222222222,0.0,MxAlb5,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",122.63971357058536,11.406413990767675,3.9099302597528314
1274,MxAlb5+1400,['Valley of Oaxaca'],Monte Alban V,1400,1500,8127.0,,4236.0,2,2.0,3.0,2.0,,,,1.0,1.0,1.0,0.1,,,1.0,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,,,0.0,,,,0.0,0.1,,0.1,,,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Zapotec Monte Alban IIIB and IV,continuity,Spanish colonial rule,,,personal union,,,,,,patron deity ritual,not applicable,yearly,yearly,annual confession,not applicable,yearly,yearly,patron deity ritual,not applicable,yearly,yearly,consultation of colaní priests,not applicable,daily,monthly,consultation of colaní priests,not applicable,daily,monthly,,3.9099302597528314,,3.626955951435448,2.333333333333333,0.3818181818181818,0.04444444444444445,4.0,0.2222222222222222,0.0,MxAlb5,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",130.45957409009102,8.63918869697405,3.9099302597528314
1275,MxAlb5+1500,['Valley of Oaxaca'],Monte Alban V,1500,1600,8127.0,,4236.0,2,2.0,3.0,2.0,,,,1.0,1.0,1.0,0.1,,,1.0,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,,,0.0,,,,0.0,0.1,,0.1,,,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Zapotec Monte Alban IIIB and IV,continuity,Spanish colonial rule,,,personal union,,,,,,patron deity ritual,not applicable,yearly,yearly,annual confession,not applicable,yearly,yearly,patron deity ritual,not applicable,yearly,yearly,consultation of colaní priests,not applicable,daily,monthly,consultation of colaní priests,not applicable,daily,monthly,,3.9099302597528314,,3.626955951435448,2.333333333333333,0.3818181818181818,0.04444444444444445,4.0,0.2222222222222222,0.0,MxAlb5,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",138.27943460959668,10.440927006665673,3.9099302597528314
1276,MxAlb5+1600,['Valley of Oaxaca'],Monte Alban V,1600,1700,8127.0,,4236.0,2,2.0,3.0,2.0,,,,1.0,1.0,1.0,0.1,,,1.0,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,,,0.0,,,,0.0,0.1,,0.1,,,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Zapotec Monte Alban IIIB and IV,continuity,Spanish colonial rule,,,personal union,,,,,,patron deity ritual,not applicable,yearly,yearly,annual confession,not applicable,yearly,yearly,patron deity ritual,not applicable,yearly,yearly,consultation of colaní priests,not applicable,daily,monthly,consultation of colaní priests,not applicable,daily,monthly,,3.9099302597528314,,3.626955951435448,2.333333333333333,0.3818181818181818,0.04444444444444445,4.0,0.2222222222222222,0.0,MxAlb5,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",142.1893648693495,11.514463951933532,3.9099302597528314
1277,MxAlbEP+900,['Valley of Oaxaca'],Monte Alban V,900,1000,8127.0,,4236.0,2,,,2.0,,,,,,,0.1,,,,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,,,0.0,,,,0.0,0.1,,0.1,,,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Monte Alban V Early Postclassic,continuity,Spanish colonial rule,,,personal union,,,,,Zapotec Religion,,,,,,,,,,,,,,,,,,,,,,3.9099302597528314,,3.626955951435448,2.0,0.018181818181818184,0.04444444444444445,4.0,0.2222222222222222,0.0,MxAlbEP,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",87.45034123280992,10.287231449450072,7.819860519505663
1278,MxAlbEP+1000,['Valley of Oaxaca'],Monte Alban V,1000,1100,8127.0,,4236.0,2,,,2.0,,,,,,,0.1,,,,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,,,0.0,,,,0.0,0.1,,0.1,,,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Monte Alban V Early Postclassic,continuity,Spanish colonial rule,,,personal union,,,,,Zapotec Religion,,,,,,,,,,,,,,,,,,,,,,3.9099302597528314,,3.626955951435448,2.0,0.018181818181818184,0.04444444444444445,4.0,0.2222222222222222,0.0,MxAlbEP,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",91.36027149256275,7.602355284791336,3.9099302597528314
1279,MxAlbEP+1100,['Valley of Oaxaca'],Monte Alban V,1100,1200,8127.0,,4236.0,2,,,2.0,,,,,,,0.1,,,,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,,,0.0,,,,0.0,0.1,,0.1,,,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Monte Alban V Early Postclassic,continuity,Spanish colonial rule,,,personal union,,,,,Zapotec Religion,,,,,,,,,,,,,,,,,,,,,,3.9099302597528314,,3.626955951435448,2.0,0.018181818181818184,0.04444444444444445,4.0,0.2222222222222222,0.0,MxAlbEP,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",99.1801320120684,12.14359474339669,7.819860519505663
1280,MxAlbLP+1100,['Valley of Oaxaca'],Monte Alban V,1100,1200,8127.0,,4236.0,2,2.0,3.0,2.0,,,,1.0,1.0,1.0,0.1,,,1.0,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,,,0.0,,,,0.0,0.1,,0.1,,,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Monte Alban V Early Postclassic,continuity,Spanish colonial rule,,,personal union,,,,,Zapotec Religion,patron deity ritual,not applicable,yearly,yearly,annual confession,not applicable,yearly,yearly,patron deity ritual,not applicable,yearly,yearly,consultation of colaní priests,not applicable,daily,monthly,consultation of colaní priests,not applicable,daily,monthly,,3.9099302597528314,,3.626955951435448,2.333333333333333,0.3818181818181818,0.04444444444444445,4.0,0.2222222222222222,0.0,MxAlbLP,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",103.09006227182122,12.14359474339669,7.819860519505663
1281,MxAlbLP+1200,['Valley of Oaxaca'],Monte Alban V,1200,1300,8127.0,,4236.0,2,2.0,3.0,2.0,,,,1.0,1.0,1.0,0.1,,,1.0,0.1,,,0.1,0.0,0.1,0.0,1.0,,0.0,1.0,0.1,,,,0.0,,,,0.0,0.1,,0.1,,,0.0,,0.0,1.0,0.0,,0.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,['14Q'],['North America'],none,quasipolity,Zapotec,Otomanguean,Monte Alban V Early Postclassic,continuity,Spanish colonial rule,,,personal union,,,,,Zapotec Religion,patron deity ritual,not applicable,yearly,yearly,annual confession,not applicable,yearly,yearly,patron deity ritual,not applicable,yearly,yearly,consultation of colaní priests,not applicable,daily,monthly,consultation of colaní priests,not applicable,daily,monthly,,3.9099302597528314,,3.626955951435448,2.333333333333333,0.3818181818181818,0.04444444444444445,4.0,0.2222222222222222,0.0,MxAlbLP,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",110.90992279132688,11.332228599903978,3.9099302597528314
