,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2
92,CnLngsh-1900,['Middle Yellow River Valley'],Longshan,-1900,-1800,,1500.0,14000.0,3,,,3.0,,,0.1,,1.0,,0.0,,,,0.1,0.1,0.1,,,1.0,1.0,,0.1,1.0,,1.0,,1.0,,1.0,3306,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,0.1,,,0.0,0.0,0.0,1.0,,1.0,,0.1,0.1,1.0,,['50S'],['East Asia'],Taosi,quasipolity,,,Yangshao,continuity,Erlitou,China,1000000,,,,,,,large-scale feast,not applicable,,,ritual hunting,,,,large-scale feast,not applicable,,,common oracle-bone divination,,,,common oracle-bone divination,,,,,,3.1760912590556813,4.146128035678238,3.0,0.12727272727272732,0.4555555555555555,3.0,,3.0,CnLngsh,0.2222222222222222,"[1, 0, 0, 0, 0, 0, 0, 1, 0]",,0.0,0.0
93,CnLrJin+1200,['Middle Yellow River Valley'],Later Jin,1200,1300,45000000.0,3600000.0,,6,,3.0,6.0,2183,,1.0,1.0,1.0,1.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1206.0,['50S'],['East Asia'],Caizhou,unitary state,Khitan,Altaic,Khitan Empire,continuity,Yuan Dynasty,China,3600000,alliance,,1.0,1.0,0.1,,worshipping Heaven,,yearly,yearly,palace exams,not applicable,yearly,yearly,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,ancestor rites,not applicable,monthly,monthly,,7.653212513775344,6.556302500767287,,4.5,1.0,0.7777777777777778,4.0,1.0,6.0,CnLrJin,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",366.919490040067,35.78400444667718,15.306425027550688
94,CnLrJin+1300,['Middle Yellow River Valley'],Later Jin,1300,1400,45000000.0,3600000.0,,6,,3.0,6.0,2183,,1.0,1.0,1.0,1.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1206.0,['50S'],['East Asia'],Caizhou,unitary state,Khitan,Altaic,Khitan Empire,continuity,Yuan Dynasty,China,3600000,alliance,,1.0,1.0,0.1,,worshipping Heaven,,yearly,yearly,palace exams,not applicable,yearly,yearly,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,ancestor rites,not applicable,monthly,monthly,,7.653212513775344,6.556302500767287,,4.5,1.0,0.7777777777777778,4.0,1.0,6.0,CnLrJin,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",382.35085380422595,34.96119837153275,1.913303128443836
95,CnMing+1400,['Middle Yellow River Valley'],Ming,1400,1500,60545800.0,3900000.0,150000.0,5,7.0,3.0,7.0,2800,,1.0,0.0,1.0,0.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1500000,961,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,147.0,0.0,1.0,1.0,1464.0,['50S'],['East Asia'],Beijing,unitary state,Chinese,Sino-Tibetan,Yuan,cultural assimilation,Late Ming,China,4000000,alliance,,1.0,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,7.78208402196151,6.5910646070265,5.176091259055682,5.666666666666668,0.8181818181818182,1.0,4.0,1.0,6.0,CnMing,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",405.56744784611305,29.486722427759634,7.78208402196151
96,CnMing+1500,['Middle Yellow River Valley'],Ming,1500,1600,50908700.0,3900000.0,672000.0,5,7.0,3.0,7.0,2800,,1.0,0.0,1.0,0.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1500000,961,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,147.0,0.0,1.0,1.0,1464.0,['50S'],['East Asia'],Beijing,unitary state,Chinese,Sino-Tibetan,Yuan,cultural assimilation,Late Ming,China,4000000,alliance,,1.0,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,7.706792007073973,6.5910646070265,5.827369273053825,5.666666666666668,0.8181818181818182,1.0,4.0,1.0,6.0,CnMing,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",413.34953186807456,29.038128420592415,0.0
97,CnMing+1600,['Middle Yellow River Valley'],Ming,1600,1700,90000000.0,3655000.0,706000.0,5,7.0,3.0,7.0,2800,,1.0,0.0,1.0,1.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1500000,961,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,147.0,0.0,1.0,1.0,1464.0,['50S'],['East Asia'],Beijing,unitary state,Chinese,Sino-Tibetan,Yuan,cultural assimilation,Late Ming,China,4000000,alliance,,1.0,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,7.954242509439325,6.562887381293878,5.848804701051804,5.666666666666668,0.9090909090909092,1.0,4.0,1.0,6.0,CnMing,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",421.05632387514856,29.958728792044138,0.0
98,CnMing+1700,['Middle Yellow River Valley'],Ming,1700,1800,90000000.0,3655000.0,706000.0,5,7.0,3.0,7.0,2800,,1.0,0.0,1.0,1.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1500000,961,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,147.0,0.0,1.0,1.0,1464.0,['50S'],['East Asia'],Beijing,unitary state,Chinese,Sino-Tibetan,Yuan,cultural assimilation,Late Ming,China,4000000,alliance,,1.0,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,7.954242509439325,6.562887381293878,5.848804701051804,5.666666666666668,0.9090909090909092,1.0,4.0,1.0,6.0,CnMing,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",445.96480889402727,18.24934742144982,11.931363764158988
99,CnNQi+600,['Middle Yellow River Valley'],Northern Qi,600,700,,,,,,,,,,,1.0,0.1,0.1,0.0,0.1,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,0.1,0.1,1.0,,['50S'],['East Asia'],,,,,,,,,,,,,,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,New Year celebrations,not applicable,once yearly,once yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,,,,0.5727272727272728,0.6666666666666666,4.0,1.0,5.0,CnNQi,0.4444444444444444,"[1, 1, 1, 1, 0, 0, 0, 0, 0]",,0.0,0.0
100,CnNSong+1000,['Middle Yellow River Valley'],Northern Song,1000,1100,60000000.0,3033000.0,500000.0,7,8.0,2.0,6.0,1300,,1.0,1.0,1.0,1.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1049.0,['50S'],['East Asia'],Kaifeng,unitary state,Chinese,Sino-Tibetan,Five Dynasties,cultural assimilation,Later Jin,China,2000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,not applicable,yearly,yearly,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,ancestor rites,not applicable,monthly,monthly,,7.778151250383644,6.481872410310664,5.698970004336019,5.333333333333333,1.0,1.0,4.0,1.0,6.0,CnNSong,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",343.58503628891606,32.457305790927734,15.556302500767288
101,CnNSong+1100,['Middle Yellow River Valley'],Northern Song,1100,1200,60000000.0,2367000.0,1000000.0,7,8.0,2.0,6.0,1300,,1.0,1.0,1.0,1.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1049.0,['50S'],['East Asia'],Kaifeng,unitary state,Chinese,Sino-Tibetan,Five Dynasties,cultural assimilation,Later Jin,China,2000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,not applicable,yearly,yearly,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,ancestor rites,not applicable,monthly,monthly,,7.778151250383644,6.374198257929082,6.0,5.333333333333333,1.0,1.0,4.0,1.0,6.0,CnNSong,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",359.14133878968335,18.606145136569154,0.0
102,CnNSong+1200,['Middle Yellow River Valley'],Northern Song,1200,1300,60000000.0,2367000.0,1000000.0,7,8.0,2.0,6.0,1300,,1.0,1.0,1.0,1.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1049.0,['50S'],['East Asia'],Kaifeng,unitary state,Chinese,Sino-Tibetan,Five Dynasties,cultural assimilation,Later Jin,China,2000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,not applicable,yearly,yearly,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,ancestor rites,not applicable,monthly,monthly,,7.778151250383644,6.374198257929082,6.0,5.333333333333333,1.0,1.0,4.0,1.0,6.0,CnNSong,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",374.5727025538423,36.36817851714842,0.0
103,CnNWei+400,['Middle Yellow River Valley'],Northern Wei,400,500,,500000.0,600000.0,6,5.0,2.0,5.0,450,1.0,,1.0,0.1,0.1,0.0,0.1,land,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,0.1,1.0,1.0,438.0,['50S'],['East Asia'],Luoyang,unitary state,Xianbei,Sino-Tibetan,Dai,continuity,Western Wei,Xianbei,2400000,alliance,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,5.698970004336019,5.778151250383644,4.0,0.5727272727272728,0.7777777777777778,4.0,0.8888888888888888,5.0,CnNWei,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0
104,CnNWei+500,['Middle Yellow River Valley'],Northern Wei,500,600,32000000.0,1773000.0,600000.0,6,5.0,2.0,5.0,1700,1.0,,1.0,0.1,0.1,0.0,0.1,land,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,0.1,1.0,1.0,438.0,['50S'],['East Asia'],Luoyang,unitary state,Xianbei,Sino-Tibetan,Dai,continuity,Western Wei,Xianbei,2400000,alliance,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.505149978319906,6.2487087356009186,5.778151250383644,4.0,0.5727272727272728,0.7777777777777778,4.0,0.8888888888888888,5.0,CnNWei,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",282.57817378060076,19.70882882914924,1.8762874945799766
105,CnNWei+600,['Middle Yellow River Valley'],Northern Wei,600,700,32000000.0,1773000.0,600000.0,6,5.0,2.0,5.0,1700,1.0,,1.0,0.1,0.1,0.0,0.1,land,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,0.1,1.0,1.0,438.0,['50S'],['East Asia'],Luoyang,unitary state,Xianbei,Sino-Tibetan,Dai,continuity,Western Wei,Xianbei,2400000,alliance,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.505149978319906,6.2487087356009186,5.778151250383644,4.0,0.5727272727272728,0.7777777777777778,4.0,0.8888888888888888,5.0,CnNWei,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",290.08332375892064,46.10448312321443,1.8762874945799766
106,CnNZhou+600,['Middle Yellow River Valley'],Northern Zhou,600,700,,,,,,,,,,,1.0,0.1,0.1,0.0,0.1,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,0.1,0.1,1.0,,['50S'],['East Asia'],,,,,,,,,,,,,,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,,,,0.5727272727272728,0.6666666666666666,4.0,1.0,5.0,CnNZhou,0.4444444444444444,"[1, 1, 1, 1, 0, 0, 0, 0, 0]",,0.0,0.0
107,CnQiSA-700,['Middle Yellow River Valley'],Qi,-700,-600,,80000.0,,4,4.0,,4.0,325,,,1.0,1.0,1.0,0.0,1.0,land,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,1.0,,1.0,,0.1,1.0,1.0,-660.0,['50S'],['East Asia'],Linzi,loose,Chinese,Sino-Tibetan,Western Zhou,elite migration,Qi,China,9000000,vassalage,,,,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,feast,not applicable,,,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,4.903089986991943,,4.0,0.8181818181818182,0.7777777777777778,4.0,0.8888888888888888,3.0,CnQiSA,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0
108,CnQiSA-600,['Middle Yellow River Valley'],Qi,-600,-500,,80000.0,,4,4.0,,4.0,325,,,1.0,1.0,1.0,0.0,1.0,land,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,1.0,,1.0,,0.1,1.0,1.0,-660.0,['50S'],['East Asia'],Linzi,loose,Chinese,Sino-Tibetan,Western Zhou,elite migration,Qi,China,9000000,vassalage,,,,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,feast,not applicable,,,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,4.903089986991943,,4.0,0.8181818181818182,0.7777777777777778,4.0,0.8888888888888888,3.0,CnQiSA,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0
109,CnQiSA-500,['Middle Yellow River Valley'],Qi,-500,-400,,80000.0,,4,4.0,,4.0,325,,,1.0,1.0,1.0,0.0,1.0,land,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,1.0,,1.0,,0.1,1.0,1.0,-660.0,['50S'],['East Asia'],Linzi,loose,Chinese,Sino-Tibetan,Western Zhou,elite migration,Qi,China,9000000,vassalage,,,,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,feast,not applicable,,,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,4.903089986991943,,4.0,0.8181818181818182,0.7777777777777778,4.0,0.8888888888888888,3.0,CnQiSA,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0
110,CnQiSA-400,['Middle Yellow River Valley'],Qi,-400,-300,,80000.0,,4,4.0,,4.0,325,,,1.0,1.0,1.0,0.0,1.0,land,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,1.0,,1.0,,0.1,1.0,1.0,-660.0,['50S'],['East Asia'],Linzi,loose,Chinese,Sino-Tibetan,Western Zhou,elite migration,Qi,China,9000000,vassalage,,,,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,feast,not applicable,,,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,4.903089986991943,,4.0,0.8181818181818182,0.7777777777777778,4.0,0.8888888888888888,3.0,CnQiSA,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0
111,CnQiWS+300,['Middle Yellow River Valley'],Qi,300,400,,70000.0,,7,5.0,,4.0,325,,,1.0,,1.0,0.0,1.0,state salary,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,1.0,0.0,,,1.0,1.0,,,,,0.1,1.0,,1.0,,0.1,1.0,1.0,340.0,['50S'],['East Asia'],Linzi,confederated state,Chinese,Sino-Tibetan,Qi,continuity,imperial Qin,China,9000000,nominal,moralizing,,1.0,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,feast,not applicable,,,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,4.845098040014257,,4.5,0.6363636363636364,0.6666666666666666,4.0,0.5555555555555556,3.0,CnQiWS,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0
112,CnQiWS+400,['Middle Yellow River Valley'],Qi,400,500,,70000.0,,7,5.0,,4.0,325,,,1.0,,1.0,0.0,1.0,state salary,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,1.0,0.0,,,1.0,1.0,,,,,0.1,1.0,,1.0,,0.1,1.0,1.0,340.0,['50S'],['East Asia'],Linzi,confederated state,Chinese,Sino-Tibetan,Qi,continuity,imperial Qin,China,9000000,nominal,moralizing,,1.0,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,feast,not applicable,,,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,4.845098040014257,,4.5,0.6363636363636364,0.6666666666666666,4.0,0.5555555555555556,3.0,CnQiWS,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0
113,CnQiWS+500,['Middle Yellow River Valley'],Qi,500,600,,70000.0,,7,5.0,,4.0,325,,,1.0,,1.0,0.0,1.0,state salary,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,1.0,0.0,,,1.0,1.0,,,,,0.1,1.0,,1.0,,0.1,1.0,1.0,340.0,['50S'],['East Asia'],Linzi,confederated state,Chinese,Sino-Tibetan,Qi,continuity,imperial Qin,China,9000000,nominal,moralizing,,1.0,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,feast,not applicable,,,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,4.845098040014257,,4.5,0.6363636363636364,0.6666666666666666,4.0,0.5555555555555556,3.0,CnQiWS,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0
