,global:num_epochs,global:batch_size,global:learning_rate,global:weight_decay,global:patience,global:final_fc_hidden_units,CC_Money:type,CC_Money:normalize,CC_Money:numeric_latent_dim,CC_Money:numeric_hidden_layers,CC_PolPop_Regression_x0:type,CC_PolPop_Regression_x0:normalize,CC_PolPop_Regression_x0:numeric_latent_dim,CC_PolPop_Regression_x0:numeric_hidden_layers,CC_PolPop_Regression_x1:type,CC_PolPop_Regression_x1:normalize,CC_PolPop_Regression_x1:numeric_latent_dim,CC_PolPop_Regression_x1:numeric_hidden_layers,CC_PolPop_Regression_x2:type,CC_PolPop_Regression_x2:normalize,CC_PolPop_Regression_x2:numeric_latent_dim,CC_PolPop_Regression_x2:numeric_hidden_layers,CC_PolTerr_Regression_x0:type,CC_PolTerr_Regression_x0:normalize,CC_PolTerr_Regression_x0:numeric_latent_dim,CC_PolTerr_Regression_x0:numeric_hidden_layers,CC_PolTerr_Regression_x1:type,CC_PolTerr_Regression_x1:normalize,CC_PolTerr_Regression_x1:numeric_latent_dim,CC_PolTerr_Regression_x1:numeric_hidden_layers,CC_PolTerr_Regression_x2:type,CC_PolTerr_Regression_x2:normalize,CC_PolTerr_Regression_x2:numeric_latent_dim,CC_PolTerr_Regression_x2:numeric_hidden_layers,CC_CapPop_Regression_x0:type,CC_CapPop_Regression_x0:normalize,CC_CapPop_Regression_x0:numeric_latent_dim,CC_CapPop_Regression_x0:numeric_hidden_layers,CC_CapPop_Regression_x1:type,CC_CapPop_Regression_x1:normalize,CC_CapPop_Regression_x1:numeric_latent_dim,CC_CapPop_Regression_x1:numeric_hidden_layers,CC_CapPop_Regression_x2:type,CC_CapPop_Regression_x2:normalize,CC_CapPop_Regression_x2:numeric_latent_dim,CC_CapPop_Regression_x2:numeric_hidden_layers,CC_Hier_Regression_x0:type,CC_Hier_Regression_x0:normalize,CC_Hier_Regression_x0:numeric_latent_dim,CC_Hier_Regression_x0:numeric_hidden_layers,CC_Hier_Regression_x1:type,CC_Hier_Regression_x1:normalize,CC_Hier_Regression_x1:numeric_latent_dim,CC_Hier_Regression_x1:numeric_hidden_layers,CC_Hier_Regression_x2:type,CC_Hier_Regression_x2:normalize,CC_Hier_Regression_x2:numeric_latent_dim,CC_Hier_Regression_x2:numeric_hidden_layers,CC_Govt_Regression_x0:type,CC_Govt_Regression_x0:normalize,CC_Govt_Regression_x0:numeric_latent_dim,CC_Govt_Regression_x0:numeric_hidden_layers,CC_Govt_Regression_x1:type,CC_Govt_Regression_x1:normalize,CC_Govt_Regression_x1:numeric_latent_dim,CC_Govt_Regression_x1:numeric_hidden_layers,CC_Govt_Regression_x2:type,CC_Govt_Regression_x2:normalize,CC_Govt_Regression_x2:numeric_latent_dim,CC_Govt_Regression_x2:numeric_hidden_layers,CC_Infra_Regression_x0:type,CC_Infra_Regression_x0:normalize,CC_Infra_Regression_x0:numeric_latent_dim,CC_Infra_Regression_x0:numeric_hidden_layers,CC_Infra_Regression_x1:type,CC_Infra_Regression_x1:normalize,CC_Infra_Regression_x1:numeric_latent_dim,CC_Infra_Regression_x1:numeric_hidden_layers,CC_Infra_Regression_x2:type,CC_Infra_Regression_x2:normalize,CC_Infra_Regression_x2:numeric_latent_dim,CC_Infra_Regression_x2:numeric_hidden_layers,CC_Writing_Regression_x0:type,CC_Writing_Regression_x0:normalize,CC_Writing_Regression_x0:numeric_latent_dim,CC_Writing_Regression_x0:numeric_hidden_layers,CC_Writing_Regression_x1:type,CC_Writing_Regression_x1:normalize,CC_Writing_Regression_x1:numeric_latent_dim,CC_Writing_Regression_x1:numeric_hidden_layers,CC_Writing_Regression_x2:type,CC_Writing_Regression_x2:normalize,CC_Writing_Regression_x2:numeric_latent_dim,CC_Writing_Regression_x2:numeric_hidden_layers,CC_Texts_Regression_x0:type,CC_Texts_Regression_x0:normalize,CC_Texts_Regression_x0:numeric_latent_dim,CC_Texts_Regression_x0:numeric_hidden_layers,CC_Texts_Regression_x1:type,CC_Texts_Regression_x1:normalize,CC_Texts_Regression_x1:numeric_latent_dim,CC_Texts_Regression_x1:numeric_hidden_layers,CC_Texts_Regression_x2:type,CC_Texts_Regression_x2:normalize,CC_Texts_Regression_x2:numeric_latent_dim,CC_Texts_Regression_x2:numeric_hidden_layers,CC_Money_Regression_x0:type,CC_Money_Regression_x0:normalize,CC_Money_Regression_x0:numeric_latent_dim,CC_Money_Regression_x0:numeric_hidden_layers,CC_Money_Regression_x1:type,CC_Money_Regression_x1:normalize,CC_Money_Regression_x1:numeric_latent_dim,CC_Money_Regression_x1:numeric_hidden_layers,CC_Money_Regression_x2:type,CC_Money_Regression_x2:normalize,CC_Money_Regression_x2:numeric_latent_dim,CC_Money_Regression_x2:numeric_hidden_layers,mse,mse_train,p2_prediction
0,1000,16,0.004,0,5,[],numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,0.014376694086935525,0.006044017168815418,0.8994368335941971
